transaction_amount,transaction_hour,transaction_day,transaction_month,transaction_day_of_week,is_night_time,is_business_hours,is_weekend,amount_log,high_amount_flag,amount_category,customer_avg_amount,customer_std_amount,customer_max_amount,unusual_amount_for_customer,customer_transaction_count,merchant_transaction_count,category_transaction_count,card_type_numeric,transaction_type_numeric,frequency_amount_ratio,country_Brazil,country_Canada,country_China,country_France,country_Germany,country_India,country_Mexico,country_Nigeria,country_Russia,country_UK,country_USA,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Entertainment,merchant_category_Gas Station,merchant_category_Grocery,merchant_category_Healthcare,merchant_category_Hotel,merchant_category_Online Retail,merchant_category_Pharmacy,merchant_category_Restaurant,merchant_category_Utilities,device_type_Desktop,device_type_Mobile,device_type_POS,device_type_Tablet,fraud_probability,prediction
-0.923823498791603,17.0,25,7,1,0,1,0,-0.978746487093099,0,0,0.0128463846667138,0.2199435582717853,1.1348025033602758,0,1.3378412402004032,-1.0055813872163606,1.146116942903065,0,2,0.2597982856194641,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9693156031366021,Fraud
2.0667802777487743,11.0,14,5,1,0,1,0,1.297840907035226,1,4,0.455333244714255,0.5014633867427708,0.7233235533376171,0,1.7837954555346494,0.002999924252834,1.2984833015260897,0,2,-0.2895041966370985,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.9312710762583569,Fraud
2.4545081509459683,21.0,4,4,3,0,0,0,1.3929035540474402,1,4,3.3865116098565013,1.8173491306593996,1.1348025033602758,0,-1.3378840518050747,0.204716186546673,1.146116942903065,0,0,-0.3205469502070026,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6068747365150046,Fraud
1.2748912374342856,7.0,16,9,5,0,0,1,1.0614726798677936,1,3,-0.1725354965121684,0.6821513248189406,1.009476554253501,0,1.7837954555346494,0.204716186546673,-0.946915667655322,1,0,-0.275547967789058,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.4356740832790391,Genuine
2.01901244190027,0.0,28,5,6,1,0,1,1.2853388956214853,1,4,1.288278996017524,1.259396864600128,0.6726295994113267,0,-0.8919298364708285,0.204716186546673,-0.3133923870648523,0,2,-0.3146762352235205,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4211537658647473,Genuine
0.9092741655921778,19.0,31,7,0,0,0,0,0.9245275020691528,1,3,1.747506236728347,0.0580714954780739,1.026884224151207,0,-2.1405802335867188e-05,1.6167300226035457,-1.1554170005078817,0,1,-0.2920225162615809,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.37111559175748915,Genuine
-0.9544042871067596,18.0,4,8,6,0,0,1,-1.112131694039559,0,0,-1.4511589201588972,-1.3736876432333371,-1.3887166536332445,0,-2.1405802335867188e-05,-0.8038651249225217,-0.9148385395241592,0,2,0.1313047062654471,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3428866168535643,Genuine
-1.0917569245935164,16.0,11,10,2,0,1,0,-2.3794814414236067,0,0,-1.2324031915580551,-0.412744185069005,-1.1408344626372682,0,-1.3378840518050747,-0.8038651249225217,0.7692106873618997,0,1,0.7336299292882358,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.29561953386633716,Genuine
-0.7745125629041575,4.0,8,4,0,1,0,0,-0.5262238076090211,0,1,-1.0651273928264948,-1.1551997048578662,-1.249471481408274,0,-2.1405802335867188e-05,1.6167300226035457,1.2984833015260897,1,0,-0.1031539599208584,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.2496796429454285,Genuine
0.4761543901708556,15.0,20,12,2,0,1,0,0.7262617534276518,0,3,0.6244904338874102,0.1670153509252108,0.5872002775234744,0,1.3378412402004032,-1.4090139118040386,-1.1554170005078817,1,1,-0.2559650704616804,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1005368691894086,Genuine
-0.2547141703683127,17.0,13,9,4,0,1,0,0.2221374196360798,0,2,1.1612548475649906,-0.7065145667219535,-0.2852572192671321,0,-0.8919298364708285,1.4150137603097068,-0.3133923870648523,0,0,-0.2699649695044273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09193472535297662,Genuine
-0.5012676282796701,11.0,31,8,5,0,1,1,-0.0526269466933746,0,2,-1.123004465347557,-1.1820896808657628,-1.3676879146217915,0,-0.8919298364708285,-0.8038651249225217,0.8494035076898072,0,1,-0.2456791720005315,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.08467195011604131,Genuine
-0.6981191974394696,8.0,27,1,4,0,0,0,-0.3645412503607783,0,1,-0.7970179589834154,-0.8008247584778437,-0.8520182161915102,0,0.8918870248661568,0.002999924252834,1.2984833015260897,0,0,-0.0808679091657263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.07854424620514887,Genuine
-0.5508644256801888,9.0,9,9,5,0,1,1,-0.120869833130995,0,2,-0.4280135093215942,-0.7411020150679213,-0.4936204572183238,0,1.3378412402004032,-0.8038651249225217,1.146116942903065,0,1,-0.1213064680607691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.07307902095564037,Genuine
-0.8216784284571574,12.0,19,11,1,0,1,0,-0.6444609725612213,0,1,1.3249752927692724,0.5787024302006021,0.6531924159509866,0,-2.1405802335867188e-05,-0.1987163380410049,-0.946915667655322,0,1,-0.0681522803940664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.06777823728946085,Genuine
-0.5322626814210714,9.0,12,3,1,0,1,0,-0.0946130803376444,0,2,1.014007367440737,0.9359261004006484,0.9668943082908672,0,0.8918870248661568,-2.0141626986855554,0.496555098247014,1,1,-0.1505303220446031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.05786632083987081,Genuine
-0.5758779496358749,14.0,20,3,2,0,1,0,-0.1575389368127785,0,1,2.100137244157445,3.1315972003393933,1.1348025033602758,0,-1.7838382671393211,0.8098649734281899,-0.946915667655322,0,1,-0.2829779498536665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.043262707675275305,Genuine
2.4545081509459683,20.0,11,6,6,0,0,1,1.3929035540474402,1,4,1.1249958897823713,1.804341935832129,1.1348025033602758,0,-0.8919298364708285,1.0115812357220288,0.7692106873618997,0,1,-0.3167671979763361,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.027322890821606386,Genuine
0.8436698443166685,8.0,22,5,2,0,0,0,0.8973732515506035,1,3,0.3071665302228434,-0.7315308154661109,-0.5747110521198976,0,-0.8919298364708285,0.6081487111343509,-0.9148385395241592,1,1,-0.3044269962938953,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.026062221861591416,Genuine
